"Year","Period","State","State ANSI","Data Item","Domain","Value","Chemical","Chemical_Code"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.217,"FLUMIOXAZIN "," 129034"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.428,"OXYFLUORFEN "," 111601"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.04,"ABAMECTIN "," 122804"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.182,"ACETAMIPRID "," 99050"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.091,"AZADIRACHTIN "," 121701"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.978,"BIFENAZATE "," 586"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.346,"BIFENTHRIN "," 128825"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.119,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.581,"ETOXAZOLE "," 107091"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.399,"FLUPYRADIFURONE "," 122304"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.269,"HEXYTHIAZOX "," 128849"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.192,"NOVALURON "," 124002"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.074,"PYRETHRINS "," 69001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.108,"SPINETORAM "," 110007"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.113,"SPINOSAD "," 110003"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.164,"THIAMETHOXAM "," 60109"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",0.188,"FLUTRIAFOL "," 128940"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.2,"AZOXYSTROBIN "," 128810"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"BOSCALID "," 128008"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.6,"BT SUBSP KURSTAKI EVB-113-19 "," 6544"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",6,"CAPTAN "," 81301"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"CYFLUFENAMID "," 555550"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.4,"CYPRODINIL "," 288202"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.4,"FLUDIOXONIL "," 71503"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",4.5,"FOSETYL-AL "," 123301"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.1,"POLYOXIN D ZINC SALT "," 230000"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.9,"PYRACLOSTROBIN "," 99100"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"TETRACONAZOLE "," 120603"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.6,"THIOPHANATE-METHYL "," 102001"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.3,"THIRAM "," 79801"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",2.4,"FLUMIOXAZIN "," 129034"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.4,"OXYFLUORFEN "," 111601"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.2,"ABAMECTIN "," 122804"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"ACETAMIPRID "," 99050"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.7,"AZADIRACHTIN "," 121701"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2,"BIFENAZATE "," 586"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.2,"BIFENTHRIN "," 128825"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"BT SUB AIZAWAI GC-91 "," 6426"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"BURKHOLDERIA A396 CELLS & MEDIA "," 6534"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",4.3,"ETOXAZOLE "," 107091"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.5,"FLUPYRADIFURONE "," 122304"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"HEXYTHIAZOX "," 128849"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.2,"NOVALURON "," 124002"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"PYRETHRINS "," 69001"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"SPINETORAM "," 110007"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"SPINOSAD "," 110003"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.7,"THIAMETHOXAM "," 60109"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.7,"FLUTRIAFOL "," 128940"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",300,"ABAMECTIN "," 122804"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",200,"ACETAMIPRID "," 99050"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",700,"BIFENAZATE "," 586"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",300,"BIFENTHRIN "," 128825"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",100,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",600,"SPINETORAM "," 110007"
2019,"YEAR","FLORIDA","12","LB","INSECTICIDE",100,"THIAMETHOXAM "," 60109"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.858,"AZOXYSTROBIN "," 128810"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.098,"CAPTAN "," 81301"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.313,"CYPRODINIL "," 288202"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.206,"FLUDIOXONIL "," 71503"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",1.34,"THIOPHANATE-METHYL "," 102001"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.036,"THIRAM "," 79801"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.045,"ABAMECTIN "," 122804"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.099,"ACETAMIPRID "," 99050"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.141,"BIFENAZATE "," 586"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.05,"BIFENTHRIN "," 128825"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.058,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.065,"NOVALURON "," 124002"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.063,"SPINETORAM "," 110007"
2019,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.054,"THIAMETHOXAM "," 60109"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",4.123,"AZOXYSTROBIN "," 128810"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",16.856,"CAPTAN "," 81301"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.642,"CYPRODINIL "," 288202"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.428,"FLUDIOXONIL "," 71503"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",4.888,"THIOPHANATE-METHYL "," 102001"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",10.166,"THIRAM "," 79801"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.184,"ABAMECTIN "," 122804"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.127,"ACETAMIPRID "," 99050"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.663,"BIFENAZATE "," 586"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.077,"BIFENTHRIN "," 128825"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.067,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.212,"NOVALURON "," 124002"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.116,"SPINETORAM "," 110007"
2019,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.095,"THIAMETHOXAM "," 60109"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",4.8,"AZOXYSTROBIN "," 128810"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",8,"CAPTAN "," 81301"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2.1,"CYPRODINIL "," 288202"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2.1,"FLUDIOXONIL "," 71503"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",3.6,"THIOPHANATE-METHYL "," 102001"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",5,"THIRAM "," 79801"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",4.1,"ABAMECTIN "," 122804"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.3,"ACETAMIPRID "," 99050"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",4.7,"BIFENAZATE "," 586"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.5,"BIFENTHRIN "," 128825"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.2,"CHLORANTRANILIPROLE "," 90100"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",3.2,"NOVALURON "," 124002"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.8,"SPINETORAM "," 110007"
2019,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.8,"THIAMETHOXAM "," 60109"
2018,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",100,"CYFLUFENAMID "," 555550"
2018,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",300,"POLYOXIN D ZINC SALT "," 230000"
2018,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",400,"TETRACONAZOLE "," 120603"
2018,"YEAR","CALIFORNIA","06","LB","HERBICIDE",100,"FLUMIOXAZIN "," 129034"
2018,"YEAR","CALIFORNIA","06","LB","HERBICIDE",800,"OXYFLUORFEN "," 111601"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",200,"ABAMECTIN "," 122804"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",600,"AZADIRACHTIN "," 121701"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",600,"CHLORANTRANILIPROLE "," 90100"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",700,"FLUPYRADIFURONE "," 122304"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",800,"HEXYTHIAZOX "," 128849"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",400,"PYRETHRINS "," 69001"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",800,"SPINETORAM "," 110007"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",700,"SPINOSAD "," 110003"
2018,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",400,"THIAMETHOXAM "," 60109"
2018,"YEAR","CALIFORNIA","06","LB","OTHER",400,"FLUTRIAFOL "," 128940"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.213,"AZOXYSTROBIN "," 128810"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.358,"BOSCALID "," 128008"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",1.878,"CAPTAN "," 81301"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.022,"CYFLUFENAMID "," 555550"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.32,"CYPRODINIL "," 288202"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.214,"FLUDIOXONIL "," 71503"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.044,"POLYOXIN D ZINC SALT "," 230000"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.171,"PYRACLOSTROBIN "," 99100"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.038,"TETRACONAZOLE "," 120603"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.636,"THIOPHANATE-METHYL "," 102001"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.078,"THIRAM "," 79801"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",0.096,"FLUMIOXAZIN "," 129034"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",0.353,"OXYFLUORFEN "," 111601"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.019,"ABAMECTIN "," 122804"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.118,"ACETAMIPRID "," 99050"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.032,"AZADIRACHTIN "," 121701"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.49,"BIFENAZATE "," 586"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.098,"BIFENTHRIN "," 128825"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.071,"CHLORANTRANILIPROLE "," 90100"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.172,"FLUPYRADIFURONE "," 122304"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.181,"HEXYTHIAZOX "," 128849"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.073,"NOVALURON "," 124002"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.054,"PYRETHRINS "," 69001"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.069,"SPINETORAM "," 110007"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.091,"SPINOSAD "," 110003"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.06,"THIAMETHOXAM "," 60109"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",0.113,"FLUTRIAFOL "," 128940"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.298,"AZOXYSTROBIN "," 128810"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.565,"BOSCALID "," 128008"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",6.452,"CAPTAN "," 81301"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.026,"CYFLUFENAMID "," 555550"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.461,"CYPRODINIL "," 288202"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.307,"FLUDIOXONIL "," 71503"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.05,"POLYOXIN D ZINC SALT "," 230000"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.305,"PYRACLOSTROBIN "," 99100"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.055,"TETRACONAZOLE "," 120603"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.827,"THIOPHANATE-METHYL "," 102001"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",4.285,"THIRAM "," 79801"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.105,"FLUMIOXAZIN "," 129034"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.355,"OXYFLUORFEN "," 111601"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.027,"ABAMECTIN "," 122804"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.165,"ACETAMIPRID "," 99050"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.06,"AZADIRACHTIN "," 121701"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.645,"BIFENAZATE "," 586"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.163,"BIFENTHRIN "," 128825"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.084,"CHLORANTRANILIPROLE "," 90100"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.234,"FLUPYRADIFURONE "," 122304"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.212,"HEXYTHIAZOX "," 128849"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.119,"NOVALURON "," 124002"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.137,"PYRETHRINS "," 69001"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.083,"SPINETORAM "," 110007"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.104,"SPINOSAD "," 110003"
2018,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.086,"THIAMETHOXAM "," 60109"
